icpsr	congress	dem	majority	female	afam	latino	votepct	dwnom1	meddist	chair	subchr	seniority	state_leg	south	s_bills	s_aic	s_abc	s_pass	all_bills	all_aic	all_abc	all_pass
7333	95	1	1	0	0	0	73	-.38499999	.2155	0	1	8	1	1	223	0	0	0	228	2	2	2
7333	96	1	1	0	0	0	63	-.38499999	.24599999	0	1	9	1	1	62	0	0	0	66	1	1	1
7333	97	1	1	0	0	0	75	-.38499999	.324	0	0	10	1	1	23	2	0	0	27	4	1	1
7333	98	1	1	0	0	0	71	-.38499999	.259	1	0	11	1	1	26	1	0	0	27	1	0	0
7333	99	1	1	0	0	0	61	-.38499999	.28200001	1	0	12	1	1	35	2	0	0	37	3	1	1
7333	100	1	1	0	0	0	74	-.384	.25800002	1	0	13	1	1	29	4	3	2	35	6	5	3
7343	93	1	1	0	0	0	62	-.30899999	.26199999	1	1	13	1	1	86	0	1	1	93	6	7	7
7343	94	1	1	0	0	0	76	-.308	.125	1	1	14	1	1	70	0	0	0	73	2	2	2
7343	95	1	1	0	0	0	73	-.308	.13850001	1	1	15	1	1	69	1	1	1	74	5	5	4
7343	96	1	1	0	0	0	76	-.30700001	.16800001	1	1	16	1	1	36	2	3	2	43	9	10	6
7343	97	1	1	0	0	0	100	-.30700001	.24600001	1	1	17	1	1	19	4	0	0	22	4	0	0
7343	98	1	1	0	0	0	79	-.30599999	.17999999	1	1	18	1	1	21	6	2	0	29	13	9	6
7498	93	1	1	0	0	0	100	.028999999	.075999998	1	1	19	1	1	3	1	1	1	13	10	10	9
7498	94	1	1	0	0	0	83	.032000002	.215	0	1	20	1	1	7	1	1	1	9	1	1	1
7498	95	1	1	0	0	0	57	.034000002	.2035	0	1	21	1	1	6	0	0	0	7	1	1	1
7610	93	1	1	0	0	0	75	-.39500001	.34800002	1	1	15	0	0	89	0	2	2	98	0	9	9
7610	94	1	1	0	0	0	80	-.39300001	.21000001	1	1	16	0	0	155	5	6	5	170	9	16	15
7610	95	1	1	0	0	0	79	-.391	.22150001	1	1	17	0	0	57	4	4	4	70	12	12	12
7610	96	1	1	0	0	0	74	-.389	.25	1	1	18	0	0	60	2	2	1	77	10	10	9
7610	97	1	1	0	0	0	64	-.38699999	.32600001	1	1	19	0	0	31	8	2	2	42	12	6	6
7610	98	1	1	0	0	0	64	-.38499999	.259	1	1	20	0	0	31	11	2	2	36	16	7	7
7610	99	1	1	0	0	0	60	-.38299999	.28	0	1	21	0	0	4	2	0	0	5	2	1	1
7610	100	1	1	0	0	0	50	-.38100001	.25500003	0	1	22	0	0	0	0	0	0	1	1	1	1
7671	93	0	0	0	0	0	71	.168	.215	0	0	8	1	0	34	0	0	0	37	1	1	1
7671	94	0	0	0	0	0	63	.16500001	.34800002	0	0	9	1	0	47	0	0	0	51	1	1	1
7671	95	0	0	0	0	0	69	.162	.33149999	0	0	10	1	0	39	2	2	2	43	4	4	4
7717	93	1	1	0	0	0	57	-.097999997	.050999999	0	1	8	0	0	51	0	0	0	51	0	0	0
7717	94	1	1	0	0	0	68	-.092	.090999998	0	1	9	0	0	19	1	1	1	20	1	1	1
7824	93	1	1	0	0	0	77	-.48800001	.44100001	0	1	10	0	0	39	0	0	0	43	0	0	0
7824	94	1	1	0	0	0	80	-.48500001	.30200002	1	0	11	0	0	14	0	0	0	20	3	3	1
7824	96	1	1	0	0	0	74	-.47999999	.34099999	1	1	13	0	0	8	1	2	2	11	2	3	3
7824	97	1	1	0	0	0	77	-.47799999	.417	0	0	14	0	0	6	0	0	0	8	0	0	0
7845	93	0	0	0	0	0	57	.21699999	.264	0	0	11	0	0	43	1	1	1	43	1	1	1
7845	94	0	0	0	0	0	51	.213	.396	0	0	12	0	0	32	0	0	0	36	0	0	0
7845	95	0	0	0	0	0	58	.208	.3775	0	0	13	0	0	19	2	2	1	22	2	2	1
7845	96	0	0	0	0	0	71	.20299999	.34200001	0	0	14	0	0	4	0	0	0	6	1	1	1
7845	97	0	0	0	0	0	73	.199	.25999999	0	0	15	0	0	2	0	0	0	2	0	0	0
7995	93	0	0	0	0	0	62	.213	.25999999	0	0	8	0	0	35	0	0	0	38	2	2	2
8010	93	1	1	0	0	0	80	-.461	.414	1	1	13	0	0	112	5	5	4	126	15	16	15
8010	94	1	1	0	0	0	81	-.472	.289	1	1	14	0	0	77	2	2	2	93	12	13	11
8010	95	1	1	0	0	0	84	-.48199999	.3125	1	1	15	0	0	79	1	1	1	93	9	10	8
8010	96	1	1	0	0	0	87	-.49200001	.35300002	1	1	16	0	0	42	5	6	4	65	23	25	18
8010	97	1	1	0	0	0	85	-.50300002	.44200003	1	1	17	0	0	39	14	10	10	51	22	19	17
8010	98	1	1	0	0	0	83	-.51300001	.38700002	1	1	18	0	0	24	11	3	3	35	20	12	9
8010	99	1	1	0	0	0	84	-.523	.42000002	1	1	19	0	0	31	21	5	4	39	29	11	9
8010	100	1	1	0	0	0	96	-.53399998	.40799999	1	1	20	0	0	14	6	3	3	24	15	11	10
8032	93	1	1	0	0	0	60	-.086999997	.039999999	0	1	10	0	1	91	5	5	5	119	21	21	21
8032	94	1	1	0	0	0	100	-.101	.081999995	0	1	11	0	1	68	2	2	2	97	21	22	20
8032	95	1	1	0	0	0	91	-.115	.054499999	0	1	12	0	1	86	2	2	2	116	23	23	18
8049	93	1	1	0	0	0	54	-.29499999	.24799998	0	1	15	0	0	8	0	0	0	12	2	2	2
8080	93	1	1	0	0	0	74	-.368	.32100001	0	0	8	1	0	42	0	0	0	47	2	2	2
8080	94	1	1	0	0	0	87	-.368	.185	0	1	9	1	0	28	3	3	3	33	6	6	5
8080	95	1	1	0	0	0	81	-.368	.19850001	0	1	10	1	0	28	5	5	2	35	11	11	8
8080	96	1	1	0	0	0	86	-.368	.229	0	1	11	1	0	21	4	4	2	25	8	8	6
8080	97	1	1	0	0	0	85	-.368	.30700001	1	0	12	1	0	7	4	2	0	18	14	11	5
8080	98	1	1	0	0	0	83	-.368	.242	1	0	13	1	0	12	7	3	0	27	19	17	11
8080	99	1	1	0	0	0	71	-.368	.26500002	1	0	14	1	0	14	7	7	3	30	15	21	15
8080	100	1	1	0	0	0	79	-.368	.242	1	0	15	1	0	8	0	0	0	17	6	7	6
8080	101	1	1	0	0	0	75	-.368	.23649999	1	0	16	1	0	20	7	4	1	26	12	8	5
8080	102	1	1	0	0	0	79	-.368	.21700001	1	0	17	1	0	12	8	2	2	28	22	13	13
8080	103	1	1	0	0	0	57	-.368	.20999999	1	0	18	1	0	9	2	1	1	16	9	7	7
8084	93	1	1	0	0	0	51	-.19499999	.14799999	0	0	2	1	0	26	0	0	0	27	0	0	0
8084	94	1	1	0	0	0	53	-.197	.013999997	0	0	3	1	0	27	0	0	0	29	1	1	1
8247	93	0	0	0	0	0	68	.16599999	.213	0	0	13	0	0	106	2	2	2	115	4	4	4
8268	93	0	0	0	0	0	72	.461	.50800002	0	0	7	0	0	23	1	1	1	26	2	2	2
8268	94	0	0	0	0	0	52	.49200001	.67500001	0	0	8	0	0	20	2	2	2	23	2	2	2
8474	93	1	1	0	0	0	57	-.25	.20299999	0	0	8	0	0	23	0	0	0	23	0	0	0
8474	94	1	1	0	0	0	60	-.26100001	.078000009	0	0	9	0	0	10	0	0	0	11	1	1	1
8474	95	1	1	0	0	0	61	-.27200001	.10250001	0	1	10	0	0	9	0	0	0	11	2	2	2
8507	93	1	1	0	0	0	100	-.052999999	.0059999996	0	1	17	1	1	45	1	1	1	50	4	4	4
8507	94	1	1	0	0	0	100	-.054000001	.12899999	0	1	18	1	1	32	1	1	1	38	4	4	4
8507	95	1	1	0	0	0	100	-.055	.1145	0	0	19	1	1	18	1	1	1	20	1	1	1
8549	93	1	1	0	0	0	79	-.29899999	.252	0	1	10	0	0	44	3	3	3	51	4	4	4
8549	94	1	1	0	0	0	72	-.289	.10600001	0	0	11	0	0	54	6	6	4	71	10	10	8
8549	95	1	1	0	0	0	72	-.278	.1085	0	0	12	0	0	59	2	2	2	66	5	5	5
8564	93	1	1	0	0	0	64	-.234	.18699999	0	0	8	0	0	15	0	0	0	19	1	1	1
8564	94	1	1	0	0	0	69	-.237	.054000005	0	1	9	0	0	23	0	0	0	27	3	3	3
8564	95	1	1	0	0	0	100	-.241	.071499996	0	1	10	0	0	15	0	0	0	17	2	2	2
8564	96	1	1	0	0	0	59	-.244	.105	0	1	11	0	0	19	1	1	1	20	2	2	2
8672	93	1	1	0	0	0	60	-.28600001	.23900001	0	1	8	0	0	19	0	0	0	22	0	0	0
8672	94	1	1	0	0	0	64	-.28799999	.10499999	0	1	9	0	0	24	1	1	1	29	3	3	3
8672	95	1	1	0	0	0	69	-.29100001	.12150001	1	1	10	0	0	40	0	1	1	46	3	5	5
8672	96	1	1	0	0	0	65	-.29300001	.15400001	1	1	11	0	0	28	6	6	2	33	8	9	4
8672	97	1	1	0	0	0	54	-.296	.235	0	1	12	0	0	19	1	0	0	22	3	2	2
8672	98	1	1	0	0	0	66	-.29800001	.17200001	0	1	13	0	0	15	4	2	0	19	6	5	3
8672	99	1	1	0	0	0	61	-.301	.198	0	1	14	0	0	15	2	1	0	20	5	4	3
8672	100	1	1	0	0	0	68	-.303	.177	0	1	15	0	0	16	0	0	0	20	2	2	2
8672	101	1	1	0	0	0	72	-.30599999	.17449999	0	1	16	0	0	13	1	0	0	15	3	2	2
8672	102	1	1	0	0	0	98	-.308	.15700001	0	1	17	0	0	10	0	0	0	12	2	2	2
8672	103	1	1	0	0	0	62	-.31	.152	0	1	18	0	0	10	0	0	0	12	2	2	2
8824	93	1	1	0	0	0	70	-.32499999	.278	1	0	13	0	0	96	4	4	4	126	19	19	17
8824	94	1	1	0	0	0	64	-.33000001	.14700001	1	0	14	0	0	87	4	4	1	109	16	17	13
8824	95	1	1	0	0	0	74	-.33500001	.16550002	1	0	15	0	0	48	4	4	3	57	12	12	8
8824	96	1	1	0	0	0	55	-.34	.20100001	1	0	16	0	0	62	2	3	1	72	8	9	6
8866	93	1	1	0	0	0	71	-.25099999	.20399998	0	1	13	0	1	12	3	3	3	19	5	5	5
8866	94	1	1	0	0	0	100	-.259	.076000005	1	1	14	0	1	16	4	4	4	22	6	6	6
8866	95	1	1	0	0	0	77	-.26699999	.097499989	0	1	15	0	1	7	1	1	1	12	4	4	4
8866	96	1	1	0	0	0	60	-.27500001	.13600001	0	1	16	0	1	4	0	0	0	8	3	3	3
9017	93	1	1	0	0	0	80	-.121	.074000001	0	1	8	0	0	57	6	6	6	57	6	6	6
9017	94	1	1	0	0	0	81	-.115	.067999996	0	1	9	0	0	30	3	3	2	33	6	6	5
9017	95	1	1	0	0	0	79	-.109	.060500003	0	1	10	0	0	19	1	1	1	21	2	2	2
9017	96	1	1	0	0	0	79	-.104	.034999996	0	1	11	0	0	14	1	1	0	17	3	3	2
9017	97	1	1	0	0	0	78	-.097999997	.036999997	0	1	12	0	0	8	1	0	0	11	4	3	3
9017	98	1	1	0	0	0	76	-.092	.033999998	0	1	13	0	0	9	4	4	0	9	4	4	0
9017	99	1	1	0	0	0	78	-.086000003	.016999997	0	1	14	0	0	5	3	0	0	5	3	0	0
9017	100	1	1	0	0	0	96	-.081	.044999998	0	1	15	0	0	2	1	0	0	5	3	1	1
9056	93	1	1	0	0	0	65	-.103	.056000002	0	1	8	0	1	15	0	1	1	19	0	1	1
9072	93	1	1	1	0	0	69	-.296	.249	1	1	11	0	0	52	14	15	15	73	27	30	28
9072	94	1	1	1	0	0	75	-.28799999	.10499999	1	0	12	0	0	74	17	17	16	85	25	26	25
9230	93	1	1	0	0	0	60	-.028000001	.018999999	0	1	7	1	1	23	3	3	2	26	6	6	5
9230	94	1	1	0	0	0	66	-.039000001	.14399999	0	1	8	1	1	39	10	10	9	40	11	11	10
9240	93	0	0	0	0	0	74	.24699999	.294	0	0	10	0	0	10	0	0	0	14	3	3	3
9241	94	1	1	0	0	0	83	-.013	.17	1	1	15	0	1	86	2	2	2	100	12	12	11
9241	95	1	1	0	0	0	66	-.014	.15549999	1	1	16	0	1	59	4	4	4	71	13	13	13
9322	93	1	1	0	0	0	58	-.51899999	.472	0	1	10	1	0	35	0	0	0	39	2	2	2
9322	94	1	1	0	0	0	57	-.51800001	.33500001	1	1	11	1	0	36	2	2	1	38	4	4	3
9322	95	1	1	0	0	0	67	-.51700002	.34750003	1	1	12	1	0	37	4	4	3	43	9	9	5
9322	96	1	1	0	0	0	62	-.51700002	.37800002	1	1	13	1	0	19	1	4	4	26	7	11	9
9551	93	1	1	0	0	0	100	-.31999999	.273	1	0	9	0	0	45	3	3	2	57	14	14	11
9551	94	1	1	0	0	0	78	-.322	.139	1	0	10	0	0	34	5	5	4	57	20	21	16
9551	95	1	1	0	0	0	72	-.32300001	.15350002	1	0	11	0	0	22	9	9	5	35	20	20	14
9551	96	1	1	0	0	0	69	-.32499999	.18599999	1	0	12	0	0	37	3	3	2	60	21	23	18
9623	93	1	1	0	0	0	64	-.389	.34200001	0	0	10	1	0	66	0	0	0	66	0	0	0
9623	94	1	1	0	0	0	79	-.39300001	.21000001	0	1	11	1	0	48	0	0	0	49	0	0	0
9623	95	1	1	0	0	0	75	-.39700001	.22750002	0	1	12	1	0	32	2	2	2	36	4	4	4
9623	96	1	1	0	0	0	74	-.40099999	.26199999	0	1	13	1	0	22	6	6	5	25	7	7	6
9802	93	0	0	0	0	0	72	.152	.199	0	0	4	0	1	14	0	0	0	14	0	0	0
9802	94	0	0	0	0	0	51	.149	.33200002	0	0	5	0	1	14	0	0	0	16	1	1	1
9802	95	0	0	0	0	0	57	.146	.31549999	0	0	6	0	1	25	0	0	0	27	1	1	1
9802	96	0	0	0	0	0	62	.142	.28100002	0	0	7	0	1	12	0	0	0	13	0	0	0
9802	97	0	0	0	0	0	69	.139	.2	0	0	8	0	1	23	8	3	3	25	8	3	3
10075	93	1	1	0	0	0	100	-.147	.1	0	1	17	1	1	23	0	0	0	27	3	3	3
10075	94	1	1	0	0	0	88	-.164	.018999996	0	1	18	1	1	22	0	0	0	24	2	2	2
10075	95	1	1	0	0	0	100	-.182	.012499996	0	1	19	1	1	29	0	0	0	33	2	2	2
10075	96	1	1	0	0	0	68	-.199	.060000002	1	1	20	1	1	16	0	0	0	22	6	6	5
10075	97	1	1	0	0	0	63	-.21699999	.15599999	1	1	21	1	1	24	1	1	1	32	3	9	8
10075	98	1	1	0	0	0	71	-.234	.108	1	1	22	1	1	25	1	0	0	34	6	9	6
10075	99	1	1	0	0	0	88	-.252	.149	1	1	23	1	1	13	1	0	0	19	4	6	6
10075	100	1	1	0	0	0	66	-.27000001	.14400001	1	1	24	1	1	9	1	2	0	13	5	6	3
10075	101	1	1	0	0	0	78	-.287	.15549999	1	1	25	1	1	8	0	0	0	13	4	5	5
10075	102	1	1	0	0	0	65	-.30500001	.15400001	1	1	26	1	1	7	0	0	0	18	10	11	10
10075	103	1	1	0	0	0	59	-.322	.16399999	0	0	27	1	1	2	1	0	0	2	1	0	0
10091	93	0	0	0	0	0	58	.079999998	.127	0	0	12	1	0	18	0	0	0	25	0	0	0
10249	93	0	0	0	0	0	68	.22499999	.27199998	0	0	11	0	0	69	0	1	1	79	0	1	1
10249	94	0	0	0	0	0	54	.219	.40200001	0	0	12	0	0	57	2	2	2	66	2	2	2
10249	95	0	0	0	0	0	58	.214	.38350001	0	0	13	0	0	30	2	2	1	40	4	4	3
10249	96	0	0	0	0	0	58	.208	.347	0	0	14	0	0	26	0	0	0	37	3	3	3
10391	93	1	1	0	0	0	100	-.352	.30500001	0	1	10	1	1	20	0	0	0	28	2	2	2
10391	94	1	1	0	0	0	79	-.36700001	.18400002	0	1	11	1	1	13	1	1	1	20	3	3	3
10391	96	1	1	0	0	0	68	-.398	.259	0	0	13	1	1	8	2	2	1	16	5	5	4
10391	97	1	1	0	0	0	60	-.41299999	.352	0	0	14	1	1	5	1	1	1	11	1	3	3
10391	98	1	1	0	0	0	69	-.428	.30200002	0	0	15	1	1	5	2	0	0	7	3	1	1
10391	99	1	1	0	0	0	100	-.44299999	.34	0	0	16	1	1	4	1	0	0	12	2	3	3
10421	93	1	1	0	0	0	68	-.51599997	.46899998	0	0	5	0	0	20	0	0	0	20	0	0	0
10421	94	1	1	0	0	0	100	-.52399999	.34099999	0	1	6	0	0	20	0	0	0	23	2	2	2
10421	95	1	1	0	0	0	72	-.53100002	.36150002	0	1	7	0	0	16	0	0	0	23	2	2	2
10421	96	1	1	0	0	0	75	-.53899997	.39999998	0	1	8	0	0	9	1	1	1	14	3	3	3
10421	97	1	1	0	0	0	73	-.546	.48500001	0	1	9	0	0	8	1	0	0	10	3	2	2
10421	98	1	1	0	0	0	67	-.55400002	.42800003	0	1	10	0	0	7	0	0	0	9	2	2	2
10421	99	1	1	0	0	0	68	-.56099999	.458	0	1	11	0	0	1	1	0	0	3	3	2	2
10421	100	1	1	0	0	0	72	-.56900001	.44300002	0	1	12	0	0	1	0	0	0	3	2	2	2
10421	101	1	1	0	0	0	66	-.57599998	.44449997	0	1	13	0	0	5	0	0	0	7	2	2	2
10421	102	1	1	0	0	0	71	-.58399999	.433	0	1	14	0	0	1	1	1	1	3	3	3	3
10421	103	1	1	0	0	0	68	-.59100002	.43300003	0	1	15	0	0	1	0	0	0	3	2	2	2
10421	104	1	0	0	0	0	66	-.59899998	.78200001	0	0	16	0	0	4	0	0	0	4	0	0	0
10421	105	1	0	0	0	0	63	-.60600001	.79750001	0	0	17	0	0	5	0	0	0	9	1	1	1
10446	93	1	1	0	0	0	100	-.244	.197	0	0	9	0	1	1	0	0	0	3	2	2	2
10446	94	1	1	0	0	0	100	-.242	.059	0	0	10	0	1	2	0	0	0	2	0	0	0
10446	95	1	1	0	0	0	61	-.23999999	.070499994	0	0	11	0	1	2	0	0	0	3	0	0	0
10463	93	1	1	0	0	0	76	-.33700001	.29000002	0	1	13	1	0	6	0	0	0	9	0	0	0
10463	94	1	1	0	0	0	72	-.34200001	.15900001	0	1	14	1	0	7	0	0	0	9	1	1	1
10463	96	1	1	0	0	0	66	-.35100001	.21200001	1	1	16	1	0	9	0	1	1	20	10	12	10
10463	97	1	1	0	0	0	70	-.35600001	.29500002	1	1	17	1	0	8	4	1	1	14	10	7	4
10463	98	1	1	0	0	0	95	-.36000001	.23400001	1	1	18	1	0	7	4	1	1	8	5	2	1
10500	93	1	1	0	0	0	75	-.40000001	.35300002	0	1	7	0	0	28	0	0	0	38	0	0	0
10500	94	1	1	0	0	0	100	-.42199999	.23899999	0	1	8	0	0	32	1	1	1	36	1	1	1
10500	95	1	1	0	0	0	100	-.44400001	.27450001	0	1	9	0	0	18	0	0	0	21	0	1	1
10500	96	1	1	0	0	0	95	-.465	.32600001	0	1	10	0	0	23	0	0	0	29	3	3	3
10500	97	1	1	0	0	0	95	-.48699999	.426	0	1	11	0	0	24	1	0	0	27	2	3	3
10500	98	1	1	0	0	0	96	-.509	.38300002	0	1	12	0	0	23	2	0	0	25	4	2	1
10500	99	1	1	0	0	0	83	-.53100002	.42800003	0	1	13	0	0	10	1	0	0	12	3	2	2
10501	93	0	0	0	0	0	72	.102	.149	0	0	7	0	0	54	0	0	0	55	0	0	0
10501	94	0	0	0	0	0	55	.059999999	.243	0	0	8	0	0	27	0	0	0	28	0	0	0
10501	95	0	0	0	0	0	68	.018999999	.1885	0	0	9	0	0	27	0	0	0	29	0	0	0
10501	96	0	0	0	0	0	65	-.023	.116	0	0	10	0	0	11	0	0	0	13	1	1	1
10502	93	0	0	0	0	0	57	.60100001	.648	0	0	7	1	0	33	0	0	0	34	0	0	0
10502	94	0	0	0	0	0	53	.59299999	.77600002	0	0	8	1	0	51	0	0	0	53	0	0	0
10502	95	0	0	0	0	0	57	.58600003	.75550002	0	0	9	1	0	50	0	0	0	51	0	0	0
10502	96	0	0	0	0	0	67	.57800001	.71700001	0	0	10	1	0	43	0	0	0	45	0	0	0
10502	97	0	0	0	0	0	73	.57099998	.63199997	0	0	11	1	0	50	5	0	0	53	5	0	0
10505	93	0	0	0	0	0	61	.18099999	.228	0	0	7	0	0	35	0	0	0	40	1	1	0
10505	94	0	0	0	0	0	64	.183	.366	0	0	8	0	0	39	0	0	0	45	2	2	2
10508	93	1	1	0	0	0	52	-.39199999	.345	0	0	7	0	0	56	0	0	0	67	1	1	1
10510	93	0	0	0	0	0	63	.39399999	.44099998	0	0	7	0	0	31	0	0	0	31	0	0	0
10510	94	0	0	0	0	0	53	.391	.574	0	0	8	0	0	37	1	1	1	38	1	1	1
10511	93	1	1	0	0	0	68	-.53600001	.48900002	0	1	7	0	0	56	0	0	0	63	1	1	1
10511	94	1	1	0	0	0	74	-.54799998	.36499998	0	1	8	0	0	105	9	10	9	115	15	16	15
10511	95	1	1	0	0	0	70	-.56	.39050001	0	1	9	0	0	76	5	5	4	86	11	11	9
10511	96	1	1	0	0	0	62	-.57200003	.43300003	0	1	10	0	0	32	2	2	2	43	9	9	9
10512	93	1	1	0	0	0	58	-.117	.07	0	1	7	0	1	44	0	0	0	51	0	0	0
10517	93	0	0	0	0	0	69	.185	.23200001	0	0	7	0	0	38	1	1	1	38	1	1	1
10517	94	0	0	0	0	0	55	.153	.336	0	0	8	0	0	56	1	1	1	58	1	1	1
10517	95	0	0	0	0	0	64	.121	.29049999	0	0	9	0	0	41	0	0	0	42	0	0	0
10517	96	0	0	0	0	0	70	.089000002	.228	0	0	10	0	0	30	1	1	0	32	2	2	1
10517	97	0	0	0	0	0	56	.057	.118	0	0	11	0	0	27	1	0	0	31	3	2	2
10520	93	1	1	0	0	1	97	-.528	.48100001	0	0	7	1	1	33	0	0	0	39	3	3	2
10520	94	1	1	0	0	1	100	-.52499998	.34199998	0	1	8	1	1	23	1	1	1	27	3	3	3
10520	95	1	1	0	0	1	100	-.52200001	.35250002	0	1	9	1	1	22	0	0	0	23	0	0	0
10520	96	1	1	0	0	1	100	-.51899999	.38	0	1	10	1	1	27	0	0	0	32	2	2	1
10520	97	1	1	0	0	1	82	-.51599997	.45499998	0	1	11	1	1	27	5	2	2	35	6	3	2
10520	98	1	1	0	0	1	91	-.51300001	.38700002	0	1	12	1	1	25	2	1	1	32	5	4	4
10520	99	1	1	0	0	1	100	-.50999999	.40700001	0	1	13	1	1	22	2	0	0	28	3	1	1
10520	100	1	1	0	0	1	100	-.50599998	.38	0	1	14	1	1	20	5	0	0	24	7	3	3
10520	101	1	1	0	0	1	71	-.50300002	.37150002	1	1	15	1	1	19	2	2	2	30	7	10	9
10520	102	1	1	0	0	1	100	-.5	.34900001	1	1	16	1	1	18	4	1	1	34	14	12	7
10520	103	1	1	0	0	1	100	-.49700001	.33900002	1	1	17	1	1	18	4	1	1	31	9	11	11
10520	104	1	0	0	0	1	63	-.49399999	.67699999	0	0	18	1	1	7	0	0	0	7	0	0	0
10520	105	1	0	0	0	1	64	-.491	.6825	0	0	19	1	1	2	0	0	0	2	0	0	0
10525	93	0	0	0	0	0	100	.182	.229	0	0	7	0	0	27	1	1	1	29	1	1	1
10525	94	0	0	0	0	0	69	.17200001	.35500002	0	0	8	0	0	11	0	0	0	13	1	1	1
10525	95	0	0	0	0	0	62	.163	.33250001	0	0	9	0	0	12	0	0	0	13	1	1	1
10525	96	0	0	0	0	0	65	.153	.292	0	0	10	0	0	16	0	0	0	16	0	0	0
10526	93	0	0	0	0	0	59	.148	.19500001	0	0	7	0	0	17	0	0	0	18	0	0	0
10527	93	1	1	0	0	0	79	-.072999999	.025999999	0	1	7	0	1	31	2	2	2	35	4	4	4
10527	94	1	1	0	0	0	100	-.093000002	.089999996	1	1	8	0	1	46	7	8	8	52	11	12	11
10528	93	1	1	0	0	0	62	.108	.155	0	0	7	1	0	26	1	1	1	30	2	2	1
10528	94	1	1	0	0	0	70	.141	.324	0	1	8	1	0	14	1	1	1	20	5	5	5
10528	95	1	1	0	0	0	69	.175	.34450001	0	1	9	1	0	19	1	1	1	21	1	1	1
10528	96	1	1	0	0	0	60	.20900001	.34800002	0	1	10	1	0	6	0	0	0	7	0	0	0
10530	93	0	0	0	0	0	70	.30899999	.35599998	0	0	7	0	0	32	0	0	0	35	0	0	0
10534	93	0	0	0	0	0	70	.37	.417	0	0	7	0	0	8	0	0	0	8	0	0	0
10539	93	0	0	0	0	0	68	.064999998	.112	0	0	7	1	0	13	0	0	0	13	0	0	0
10539	94	0	0	0	0	0	58	.044	.227	0	0	8	1	0	30	0	0	0	30	0	0	0
10540	93	1	1	0	0	0	55	-.41	.36300001	0	1	7	0	0	16	3	3	2	18	3	3	2
10540	94	1	1	0	0	0	73	-.40700001	.22400001	0	1	8	0	0	10	4	4	3	12	5	5	4
10540	95	1	1	0	0	0	67	-.40400001	.23450002	0	1	9	0	0	23	3	3	3	26	6	6	6
10540	96	1	1	0	0	0	67	-.40099999	.26199999	1	1	10	0	0	11	2	3	3	14	4	5	5
10545	93	1	1	0	0	0	53	-.16500001	.11800001	0	1	7	0	0	7	0	0	0	10	2	2	2
10545	94	1	1	0	0	0	65	-.17200001	.010999994	0	0	8	0	0	14	0	0	0	17	1	1	1
10545	95	1	1	0	0	0	65	-.18000001	.010500007	0	0	9	0	0	3	0	0	0	4	0	0	0
10550	93	1	1	0	0	0	70	-.028000001	.018999999	0	1	6	1	1	17	0	0	0	19	1	1	1
10550	94	1	1	0	0	0	75	-.022	.161	1	1	7	1	1	37	0	0	0	40	1	1	1
10550	95	1	1	0	0	0	63	-.017000001	.1525	1	1	8	1	1	52	1	1	1	59	6	6	6
10550	96	1	1	0	0	0	61	-.012	.127	1	1	9	1	1	55	0	0	0	61	5	5	4
10551	93	1	1	0	0	0	65	-.58399999	.537	0	1	6	0	0	117	1	1	1	123	2	2	2
10551	94	1	1	0	0	0	79	-.57099998	.38799998	0	1	7	0	0	113	0	0	0	114	1	1	1
10551	95	1	1	0	0	0	78	-.55900002	.38950002	0	1	8	0	0	69	0	0	0	70	1	1	1
10551	96	1	1	0	0	0	83	-.54699999	.40799999	0	1	9	0	0	11	0	0	0	13	0	0	0
10551	97	1	1	0	0	0	76	-.53500003	.47400004	0	1	10	0	0	12	1	0	0	14	1	0	0
10553	93	0	0	0	0	0	70	.58999997	.63699996	0	0	2	0	0	16	0	0	0	19	2	2	2
10553	94	0	0	0	0	0	59	.59200001	.77500004	0	0	3	0	0	20	0	0	0	22	1	2	2
10553	95	0	0	0	0	0	66	.59399998	.76349998	0	0	4	0	0	19	0	0	0	20	1	1	1
10553	96	0	0	0	0	0	100	.59600002	.73500001	0	0	5	0	0	22	0	0	0	23	0	0	0
10553	97	0	0	0	0	0	71	.59799999	.65899998	0	0	6	0	0	32	3	0	0	34	4	1	1
10559	93	0	0	0	0	0	73	.168	.215	0	0	7	1	0	31	0	0	0	32	0	0	0
10559	94	0	0	0	0	0	49	.15800001	.34100002	0	0	8	1	0	38	0	0	0	42	0	1	1
10561	93	1	1	0	0	0	62	-.34799999	.301	0	1	7	1	0	74	0	0	0	79	3	3	2
10561	94	1	1	0	0	0	73	-.34799999	.16499999	0	1	8	1	0	66	1	1	1	73	6	6	5
10561	95	1	1	0	0	0	63	-.347	.17750001	0	1	9	1	0	55	0	1	1	63	5	7	6
10561	96	1	1	0	0	0	61	-.347	.208	0	1	10	1	0	28	0	0	0	30	0	1	1
10561	97	1	1	0	0	0	68	-.347	.28600001	1	1	11	1	0	26	4	1	0	36	9	7	5
10561	98	1	1	0	0	0	61	-.34599999	.21999998	1	1	12	1	0	38	10	0	0	42	14	4	1
10561	99	1	1	0	0	0	69	-.34599999	.24299999	1	1	13	1	0	23	8	3	3	30	14	9	5
10561	100	1	1	0	0	0	58	-.34599999	.21999998	1	1	14	1	0	15	2	4	2	21	6	8	4
10563	93	1	1	0	0	0	100	-.12	.072999999	0	1	7	1	1	24	2	2	2	32	5	5	5
